label,region,treatment
Potato___Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Potato___Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Target_Spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «آزوکسی‌استروبین ۲۵٪ SC». دوز: ۰.۵ میلی‌لیتر در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «کلروتالونیل ۷۵٪ WP» (۲ گرم/لیتر).
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_mosaic_virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل ناقلین (شته‌ها): «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر آب به‌صورت محلول‌پاشی یا ۱ میلی‌لیتر/لیتر به‌صورت آبیاری پایه. تکرار: هر ۱۰–۱۴ روز. توجه: درمان شیمیایی خود ویروس وجود ندارد.
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
